Date, Open, High, Low, Close
11/23/10, 5681.06, 5681.06, 5581.28, 5581.28
11/22/10, 5732.89, 5783.14, 5668.48, 5680.83
11/19/10, 5768.68, 5774.07, 5684.49, 5732.83
11/18/10, 5692.76, 5782.98, 5692.76, 5768.71
11/17/10, 5681.84, 5704.39, 5659.65, 5692.56
11/16/10, 5820.43, 5820.43, 5680.87, 5681.90
11/15/10, 5796.64, 5832.88, 5755.68, 5820.41
11/12/10, 5814.88, 5831.81, 5711.73, 5796.87
11/11/10, 5816.67, 5846.45, 5792.56, 5815.23
11/10/10, 5875.15, 5876.97, 5796.23, 5816.94
11/09/10, 5849.90, 5902.11, 5847.43, 5875.19
11/08/10, 5875.39, 5880.99, 5841.29, 5849.96
11/05/10, 5862.92, 5899.37, 5834.03, 5875.35
11/04/10, 5749.23, 5876.03, 5749.11, 5862.79
11/03/10, 5757.48, 5773.73, 5730.47, 5748.97
11/02/10, 5694.60, 5771.63, 5690.44, 5757.43
11/01/10, 5675.13, 5733.01, 5667.39, 5694.62
10/29/10, 5678.09, 5699.23, 5647.05, 5675.16
10/28/10, 5646.16, 5711.82, 5645.96, 5677.89
10/27/10, 5707.14, 5707.14, 5630.85, 5646.02
10/26/10, 5751.97, 5754.20, 5677.20, 5707.30
10/25/10, 5741.41, 5794.31, 5741.41, 5751.98
10/22/10, 5757.63, 5758.01, 5724.31, 5741.37
10/21/10, 5728.94, 5786.73, 5698.02, 5757.86
10/20/10, 5703.91, 5729.96, 5680.43, 5728.93
10/19/10, 5742.68, 5761.93, 5690.58, 5703.89
10/18/10, 5700.05, 5748.81, 5670.07, 5742.52
10/15/10, 5727.62, 5743.92, 5665.95, 5703.37
10/14/10, 5747.46, 5770.92, 5712.88, 5727.21
10/13/10, 5664.27, 5760.49, 5662.38, 5747.35
10/12/10, 5672.35, 5677.02, 5597.46, 5661.59
10/11/10, 5657.51, 5685.95, 5655.70, 5672.40
10/08/10, 5662.20, 5663.74, 5606.60, 5657.61
10/07/10, 5681.51, 5707.33, 5650.78, 5662.13
10/06/10, 5635.82, 5695.51, 5635.82, 5681.39
10/05/10, 5554.55, 5646.08, 5550.57, 5635.76
10/04/10, 5592.84, 5601.22, 5550.79, 5555.97
10/01/10, 5548.67, 5615.14, 5547.55, 5592.90
09/30/10, 5569.05, 5650.33, 5539.06, 5548.62
09/29/10, 5578.71, 5624.50, 5544.72, 5569.27
09/28/10, 5572.71, 5582.05, 5506.07, 5578.44
09/27/10, 5598.52, 5615.78, 5569.89, 5573.42
09/24/10, 5547.06, 5612.54, 5516.46, 5598.48
09/23/10, 5552.16, 5588.79, 5471.69, 5547.08
09/22/10, 5576.24, 5597.55, 5516.86, 5551.91
09/21/10, 5601.78, 5635.72, 5576.19, 5576.19
09/20/10, 5508.63, 5607.31, 5508.62, 5602.54
09/17/10, 5540.19, 5612.89, 5508.45, 5508.45
09/16/10, 5555.74, 5564.46, 5533.96, 5540.14
09/15/10, 5566.64, 5578.69, 5535.95, 5555.56
09/14/10, 5565.43, 5582.46, 5541.50, 5567.41
09/13/10, 5501.79, 5571.39, 5501.71, 5565.53
09/10/10, 5494.01, 5511.52, 5475.94, 5501.64
09/09/10, 5429.52, 5505.66, 5412.48, 5494.16
09/08/10, 5407.76, 5445.62, 5361.42, 5429.74
09/07/10, 5439.18, 5439.21, 5381.07, 5407.82
09/06/10, 5428.40, 5459.40, 5428.32, 5439.19
09/03/10, 5371.06, 5454.01, 5371.06, 5428.15
09/02/10, 5366.69, 5383.72, 5346.96, 5371.04
09/01/10, 5225.58, 5366.41, 5225.58, 5366.41
08/31/10, 5200.98, 5225.22, 5129.66, 5225.22
08/30/10, 5201.56, 5211.58, 5121.00, 5201.56
08/27/10, 5155.77, 5211.58, 5121.00, 5201.56
08/26/10, 5109.52, 5167.76, 5109.52, 5155.84
08/25/10, 5155.86, 5168.46, 5070.94, 5109.40
08/24/10, 5234.80, 5234.80, 5109.88, 5155.95
08/23/10, 5195.29, 5268.43, 5186.92, 5234.84
08/20/10, 5211.23, 5233.02, 5160.43, 5195.28
08/19/10, 5303.10, 5336.35, 5205.64, 5211.29
08/18/10, 5349.97, 5349.97, 5296.93, 5302.87
08/17/10, 5276.14, 5351.45, 5276.14, 5350.55
08/16/10, 5275.61, 5304.64, 5228.64, 5276.10
08/13/10, 5266.17, 5308.84, 5225.91, 5275.44
08/12/10, 5245.05, 5272.50, 5210.55, 5266.06
08/11/10, 5376.23, 5376.23, 5245.03, 5245.21
08/10/10, 5410.54, 5411.56, 5348.11, 5376.41
08/09/10, 5332.66, 5418.58, 5332.66, 5410.52
08/06/10, 5365.99, 5408.06, 5307.60, 5332.39
08/05/10, 5382.59, 5416.76, 5356.83, 5365.78
08/04/10, 5396.45, 5406.83, 5318.79, 5386.16
08/03/10, 5397.05, 5397.26, 5353.49, 5396.48
08/02/10, 5259.04, 5401.69, 5259.04, 5397.11
07/30/10, 5314.18, 5322.67, 5245.52, 5258.02
07/29/10, 5317.81, 5375.23, 5313.95, 5313.95
07/28/10, 5365.71, 5398.10, 5314.57, 5319.68
07/27/10, 5351.37, 5411.45, 5351.37, 5365.67
07/26/10, 5312.69, 5351.92, 5301.29, 5351.12
07/23/10, 5314.01, 5328.51, 5272.67, 5312.62
07/22/10, 5214.43, 5319.48, 5180.98, 5313.81
07/21/10, 5140.09, 5244.88, 5140.09, 5214.64
07/20/10, 5148.81, 5179.99, 5090.57, 5139.46
07/19/10, 5158.67, 5196.77, 5111.89, 5148.28
07/16/10, 5211.80, 5273.58, 5153.29, 5158.85
07/15/10, 5252.67, 5268.41, 5187.46, 5211.29
07/14/10, 5272.62, 5287.28, 5205.78, 5253.52
07/13/10, 5167.08, 5272.30, 5167.01, 5271.02
07/12/10, 5132.90, 5193.22, 5128.60, 5167.02
07/09/10, 5105.60, 5150.64, 5098.79, 5132.94
07/08/10, 5015.02, 5123.53, 5015.02, 5105.45
07/07/10, 4964.70, 5014.82, 4891.97, 5014.82
07/06/10, 4823.61, 4967.65, 4823.61, 4965.00
07/05/10, 4838.12, 4863.35, 4821.09, 4823.53
07/02/10, 4806.18, 4880.88, 4806.18, 4838.09
07/01/10, 4916.72, 4916.72, 4790.04, 4805.75
06/30/10, 4914.37, 4961.90, 4898.51, 4916.87
06/29/10, 5071.31, 5071.31, 4899.02, 4914.22
06/28/10, 5046.49, 5085.65, 5024.70, 5071.68
06/25/10, 5100.21, 5130.50, 5031.72, 5046.47
06/24/10, 5178.67, 5211.80, 5090.96, 5100.23
06/23/10, 5246.72, 5247.85, 5165.82, 5178.52
06/22/10, 5299.02, 5299.02, 5210.02, 5246.98
06/21/10, 5259.82, 5331.46, 5259.82, 5299.11
06/18/10, 5253.95, 5289.14, 5239.37, 5250.84
06/17/10, 5237.87, 5293.76, 5233.20, 5253.89
06/16/10, 5218.03, 5257.26, 5209.39, 5237.92
06/15/10, 5201.71, 5242.08, 5149.13, 5217.82
06/14/10, 5163.85, 5215.22, 5163.85, 5202.13
06/11/10, 5132.84, 5184.37, 5116.72, 5163.68
06/10/10, 5085.63, 5149.69, 5030.93, 5132.50
06/09/10, 5028.32, 5085.86, 4998.06, 5085.86
06/08/10, 5070.93, 5084.13, 4984.66, 5028.15
06/07/10, 5125.94, 5125.94, 5040.26, 5069.06
06/04/10, 5211.30, 5261.71, 5102.05, 5126.00
06/03/10, 5151.54, 5262.50, 5151.54, 5211.18
06/02/10, 5163.07, 5163.07, 5072.53, 5151.32
06/01/10, 5188.45, 5192.08, 5063.20, 5163.30
05/31/10, 5195.17, 5240.27, 5186.04, 5188.43
05/28/10, 5195.17, 5240.27, 5186.04, 5188.43
05/27/10, 5038.08, 5195.37, 5038.24, 5195.17
05/26/10, 4940.68, 5097.91, 4940.48, 5038.08
05/25/10, 5069.61, 5060.19, 4898.49, 4940.68
05/24/10, 5062.93, 5109.44, 5021.60, 5069.61
05/21/10, 5073.13, 5083.96, 4957.06, 5062.93
05/20/10, 5158.08, 5230.18, 5000.76, 5073.13
05/19/10, 5307.34, 5302.47, 5158.08, 5158.08
05/18/10, 5262.54, 5341.41, 5262.79, 5307.34
05/17/10, 5262.85, 5327.46, 5231.60, 5262.54
05/14/10, 5433.73, 5433.62, 5245.38, 5262.85
05/13/10, 5383.45, 5435.99, 5381.55, 5433.73
05/12/10, 5334.21, 5401.02, 5284.65, 5383.45
05/11/10, 5387.42, 5385.08, 5257.15, 5334.21
05/10/10, 5123.02, 5399.75, 5123.41, 5387.42
05/07/10, 5260.99, 5264.48, 5045.30, 5123.02
05/06/10, 5341.93, 5371.54, 5251.28, 5260.99
05/05/10, 5411.11, 5428.77, 5304.61, 5341.93
05/04/10, 5553.29, 5565.99, 5398.86, 5411.11
05/03/10, 5553.29, 5643.87, 5540.60, 5553.29
04/30/10, 5617.84, 5643.87, 5540.60, 5553.29
04/29/10, 5586.61, 5638.82, 5579.69, 5617.84
04/28/10, 5603.52, 5639.98, 5533.60, 5586.61
04/27/10, 5753.85, 5758.64, 5603.52, 5603.52
04/26/10, 5723.65, 5800.66, 5723.74, 5753.85
04/23/10, 5665.33, 5740.88, 5665.98, 5723.65
04/22/10, 5723.43, 5761.36, 5652.35, 5665.33
04/21/10, 5783.69, 5796.99, 5721.28, 5723.43
04/20/10, 5727.91, 5796.61, 5730.04, 5783.69
04/19/10, 5743.96, 5748.33, 5697.24, 5727.91
04/16/10, 5825.01, 5833.73, 5726.35, 5743.96
04/15/10, 5796.25, 5832.34, 5778.37, 5825.01
04/14/10, 5761.66, 5812.84, 5762.44, 5796.25
04/13/10, 5777.65, 5778.92, 5741.92, 5761.66
04/12/10, 5770.98, 5803.71, 5755.78, 5777.65
04/09/10, 5712.70, 5773.60, 5712.88, 5770.98
04/08/10, 5762.06, 5762.04, 5684.52, 5712.70
04/07/10, 5780.35, 5782.25, 5753.42, 5762.06
04/06/10, 5744.89, 5790.40, 5744.59, 5780.35
04/05/10, 5744.89, 5744.89, 5679.48, 5744.89
04/02/10, 5744.89, 5744.89, 5679.48, 5744.89
04/01/10, 5679.64, 5744.89, 5679.48, 5744.89
03/31/10, 5672.32, 5698.47, 5646.29, 5679.64
03/30/10, 5710.66, 5742.75, 5662.84, 5672.32
03/29/10, 5703.02, 5733.11, 5684.62, 5710.66
03/26/10, 5727.65, 5727.61, 5695.50, 5703.02
03/25/10, 5677.88, 5737.10, 5673.14, 5727.65
03/24/10, 5673.63, 5698.87, 5636.01, 5677.88
03/23/10, 5644.54, 5695.94, 5644.58, 5673.63
03/22/10, 5650.12, 5648.01, 5583.49, 5644.54
03/19/10, 5642.62, 5691.22, 5633.53, 5650.12
03/18/10, 5644.63, 5660.99, 5619.17, 5642.62
03/17/10, 5620.43, 5657.77, 5620.45, 5644.63
03/16/10, 5593.85, 5637.70, 5593.89, 5620.43
03/15/10, 5625.65, 5627.02, 5588.20, 5593.85
03/12/10, 5617.26, 5646.68, 5612.39, 5625.65
03/11/10, 5640.57, 5642.87, 5594.74, 5617.26
03/10/10, 5602.30, 5645.25, 5585.35, 5640.57
03/09/10, 5606.72, 5618.43, 5563.14, 5602.30
03/08/10, 5599.76, 5621.15, 5579.16, 5606.72
03/05/10, 5527.16, 5605.38, 5528.96, 5599.76
03/04/10, 5533.21, 5544.23, 5501.08, 5527.16
03/03/10, 5484.06, 5541.81, 5465.29, 5533.21
03/02/10, 5405.94, 5485.01, 5403.73, 5484.06
03/01/10, 5354.52, 5420.83, 5354.75, 5405.94
02/26/10, 5278.22, 5367.75, 5278.46, 5354.52
02/25/10, 5342.92, 5370.44, 5259.71, 5278.22
02/24/10, 5315.09, 5357.87, 5298.23, 5342.92
02/23/10, 5352.07, 5395.48, 5302.03, 5315.09
02/22/10, 5358.17, 5387.03, 5348.15, 5352.07
02/19/10, 5325.09, 5366.14, 5281.41, 5358.17
02/18/10, 5276.64, 5326.42, 5261.71, 5325.09
02/17/10, 5244.06, 5304.54, 5244.14, 5276.64
02/16/10, 5167.47, 5248.08, 5167.51, 5244.06
02/15/10, 5142.45, 5194.29, 5142.59, 5167.47
02/12/10, 5161.48, 5207.73, 5117.38, 5142.45
02/11/10, 5131.99, 5201.82, 5114.53, 5161.48
02/10/10, 5111.84, 5181.21, 5105.30, 5131.99
02/09/10, 5092.33, 5132.93, 5084.75, 5111.84
02/08/10, 5060.92, 5118.12, 5033.01, 5092.33
02/05/10, 5139.31, 5139.13, 5033.78, 5060.92
02/04/10, 5253.15, 5262.22, 5123.86, 5139.31
02/03/10, 5283.31, 5305.41, 5237.72, 5253.15
02/02/10, 5247.41, 5289.05, 5208.21, 5283.31
02/01/10, 5188.52, 5250.07, 5163.57, 5247.41
01/29/10, 5145.74, 5230.16, 5146.03, 5188.52
01/28/10, 5217.47, 5280.36, 5145.74, 5145.74
01/27/10, 5276.85, 5276.77, 5192.58, 5217.47
01/26/10, 5260.31, 5276.85, 5215.73, 5276.85
01/25/10, 5302.99, 5330.61, 5252.92, 5260.31
01/22/10, 5335.10, 5345.60, 5253.04, 5302.99
01/21/10, 5420.80, 5468.38, 5331.56, 5335.10
01/20/10, 5513.14, 5511.75, 5404.03, 5420.80
01/19/10, 5494.39, 5531.93, 5431.25, 5513.14
01/18/10, 5455.37, 5504.00, 5454.31, 5494.39
01/15/10, 5498.20, 5527.02, 5450.38, 5455.37
01/14/10, 5473.48, 5521.90, 5473.55, 5498.20
01/13/10, 5498.71, 5509.67, 5450.85, 5473.48
01/12/10, 5538.07, 5549.61, 5459.94, 5498.71
01/11/10, 5534.24, 5600.48, 5527.89, 5538.07
01/08/10, 5526.72, 5549.25, 5494.79, 5534.24
01/07/10, 5530.04, 5551.66, 5499.80, 5526.72
01/06/10, 5522.50, 5536.48, 5497.65, 5530.04
01/05/10, 5500.34, 5536.38, 5480.71, 5522.50
01/04/10, 5412.88, 5500.34, 5410.82, 5500.34
01/01/10, 5412.88, 5431.90, 5390.39, 5412.88
12/31/09, 5397.86, 5431.90, 5390.39, 5412.88
12/30/09, 5437.61, 5442.82, 5390.58, 5397.86
12/29/09, 5402.41, 5445.17, 5403.97, 5437.61
12/28/09, 5402.41, 5402.41, 5367.84, 5402.41
12/25/09, 5402.41, 5402.41, 5367.84, 5402.41
12/24/09, 5372.38, 5402.41, 5367.84, 5402.41
12/23/09, 5328.66, 5386.60, 5328.78, 5372.38
12/22/09, 5293.99, 5361.90, 5294.37, 5328.66
12/21/09, 5196.81, 5319.98, 5197.58, 5293.99
12/18/09, 5217.61, 5287.62, 5196.81, 5196.81
12/17/09, 5320.26, 5318.26, 5217.61, 5217.61
12/16/09, 5285.77, 5335.32, 5283.89, 5320.26
12/15/09, 5315.34, 5328.11, 5250.78, 5285.77
12/14/09, 5261.57, 5330.96, 5261.67, 5315.34
12/11/09, 5244.37, 5311.98, 5247.82, 5261.57
12/10/09, 5203.89, 5254.52, 5194.49, 5244.37
12/09/09, 5223.13, 5245.94, 5175.66, 5203.89
12/08/09, 5310.66, 5323.36, 5206.38, 5223.13
12/07/09, 5322.36, 5328.78, 5250.98, 5310.66
12/04/09, 5313.00, 5373.94, 5272.75, 5322.36
12/03/09, 5327.39, 5372.39, 5311.85, 5313.00
12/02/09, 5312.17, 5348.45, 5283.04, 5327.39
12/01/09, 5190.68, 5312.17, 5191.39, 5312.17
11/30/09, 5245.73, 5270.36, 5190.68, 5190.68
11/27/09, 5194.13, 5270.99, 5103.78, 5245.73
11/26/09, 5364.81, 5344.84, 5189.38, 5194.13
11/25/09, 5323.96, 5372.22, 5328.62, 5364.81
11/24/09, 5355.50, 5374.89, 5309.13, 5323.96
11/23/09, 5251.41, 5379.48, 5275.14, 5355.50
11/20/09, 5267.70, 5309.39, 5224.01, 5251.41
11/19/09, 5342.13, 5343.82, 5254.18, 5267.70
11/18/09, 5345.93, 5372.10, 5331.64, 5342.13
11/17/09, 5382.67, 5370.59, 5337.01, 5345.93
11/16/09, 5296.38, 5396.96, 5319.08, 5382.67
11/13/09, 5276.50, 5297.44, 5251.27, 5296.38
11/12/09, 5266.75, 5304.94, 5254.11, 5276.50
11/11/09, 5230.55, 5301.14, 5242.08, 5266.75
11/10/09, 5235.18, 5264.32, 5221.51, 5230.55
11/09/09, 5142.72, 5240.02, 5165.04, 5235.18
11/06/09, 5125.64, 5159.04, 5077.86, 5142.72
11/05/09, 5107.14, 5154.63, 5036.91, 5125.64
11/04/09, 5037.21, 5120.82, 5047.43, 5107.89
11/03/09, 5104.50, 5082.18, 4985.09, 5037.21
11/02/09, 5044.55, 5115.70, 5022.52, 5104.50
10/30/09, 5137.72, 5169.85, 5024.43, 5044.55
10/29/09, 5080.42, 5145.58, 5042.66, 5137.72
10/28/09, 5200.97, 5191.67, 5074.11, 5080.42
10/27/09, 5191.74, 5230.57, 5181.91, 5200.97
10/26/09, 5242.57, 5281.12, 5166.44, 5191.74
10/23/09, 5207.36, 5299.57, 5225.28, 5242.57
10/22/09, 5257.85, 5220.69, 5166.46, 5207.36
10/21/09, 5243.40, 5267.98, 5174.48, 5257.85
10/20/09, 5281.54, 5298.54, 5243.40, 5243.40
10/19/09, 5190.24, 5281.54, 5209.16, 5281.54
10/16/09, 5222.95, 5272.92, 5176.38, 5190.24
10/15/09, 5256.10, 5267.90, 5218.92, 5222.95
10/14/09, 5154.15, 5261.26, 5192.93, 5256.10
10/13/09, 5210.17, 5221.65, 5154.15, 5154.15
10/12/09, 5161.87, 5231.19, 5175.89, 5210.17
10/09/09, 5154.64, 5171.53, 5130.37, 5161.87
10/08/09, 5108.90, 5172.82, 5117.12, 5154.64
10/07/09, 5137.98, 5156.21, 5104.49, 5108.90
10/06/09, 5024.33, 5149.90, 5033.33, 5137.98
10/05/09, 4988.70, 5024.33, 4976.88, 5024.33
10/02/09, 5047.81, 5032.57, 4954.98, 4988.70
10/01/09, 5133.90, 5164.37, 5043.98, 5047.81
09/30/09, 5159.72, 5190.00, 5092.75, 5133.90
09/29/09, 5165.70, 5184.05, 5136.49, 5159.72
09/28/09, 5087.72, 5170.81, 5050.78, 5165.70
09/25/09, 5079.27, 5121.90, 5079.02, 5082.20
09/24/09, 5139.37, 5165.41, 5073.35, 5079.27
09/23/09, 5142.60, 5175.10, 5126.60, 5139.37
09/22/09, 5134.36, 5189.88, 5142.60, 5142.60
09/21/09, 5172.89, 5182.23, 5107.71, 5134.36
09/18/09, 5163.95, 5183.88, 5147.13, 5172.89
09/17/09, 5124.13, 5173.13, 5138.19, 5163.95
09/16/09, 5042.13, 5131.26, 5048.91, 5124.13
09/15/09, 5018.85, 5062.69, 4996.52, 5042.13
09/14/09, 5011.47, 5020.86, 4953.71, 5018.85
09/11/09, 4987.68, 5038.76, 4999.97, 5011.47
09/10/09, 5004.30, 5035.34, 4956.56, 4987.68
09/09/09, 4947.34, 5004.30, 4928.39, 5004.30
09/08/09, 4933.18, 4971.99, 4926.05, 4947.34
09/07/09, 4851.70, 4941.70, 4866.96, 4933.18
09/04/09, 4796.75, 4873.78, 4811.45, 4851.70
09/03/09, 4817.55, 4841.51, 4788.89, 4796.75
09/02/09, 4819.70, 4821.91, 4776.50, 4817.55
09/01/09, 4908.90, 4921.16, 4819.70, 4819.70
08/31/09, 4908.90, 4944.16, 4891.30, 4908.90
08/28/09, 4869.35, 4944.16, 4891.30, 4908.90
08/27/09, 4890.58, 4906.20, 4855.32, 4869.35
08/26/09, 4916.80, 4927.05, 4872.35, 4890.58
08/25/09, 4896.23, 4923.28, 4858.94, 4916.80
08/24/09, 4850.89, 4911.41, 4868.85, 4896.23
08/21/09, 4756.58, 4858.53, 4735.78, 4850.89
08/20/09, 4689.67, 4766.85, 4717.84, 4756.58
08/19/09, 4685.78, 4698.50, 4625.44, 4689.67
08/18/09, 4645.01, 4688.22, 4648.26, 4685.78
08/17/09, 4713.97, 4704.11, 4610.34, 4645.01
08/14/09, 4755.46, 4790.18, 4699.50, 4713.97
08/13/09, 4716.76, 4789.98, 4720.31, 4755.46
08/12/09, 4671.34, 4722.55, 4631.70, 4716.76
08/11/09, 4722.20, 4744.11, 4657.78, 4671.34
08/10/09, 4731.56, 4728.20, 4688.77, 4722.20
08/07/09, 4690.53, 4743.62, 4632.16, 4731.56
08/06/09, 4647.13, 4729.58, 4666.60, 4690.53
08/05/09, 4671.37, 4696.64, 4630.63, 4647.13
08/04/09, 4682.46, 4680.55, 4627.71, 4671.37
08/03/09, 4608.36, 4710.23, 4595.58, 4682.46
07/31/09, 4631.61, 4645.50, 4599.72, 4608.36
07/30/09, 4547.53, 4646.86, 4563.54, 4631.61
07/29/09, 4528.84, 4581.78, 4512.10, 4547.53
07/28/09, 4586.13, 4616.44, 4520.26, 4528.84
07/27/09, 4576.61, 4615.12, 4553.09, 4586.13
07/24/09, 4559.80, 4603.21, 4536.45, 4576.61
07/23/09, 4493.73, 4566.77, 4472.07, 4559.80
07/22/09, 4481.17, 4497.98, 4449.19, 4493.73
07/21/09, 4443.62, 4502.12, 4437.81, 4481.17
07/20/09, 4410.90, 4464.81, 4396.75, 4443.62
07/17/09, 4361.84, 4411.91, 4369.52, 4388.75
07/16/09, 4346.46, 4385.15, 4329.43, 4361.84
07/15/09, 4237.68, 4346.46, 4251.91, 4346.46
07/14/09, 4202.13, 4256.37, 4198.74, 4237.68
07/13/09, 4127.17, 4209.25, 4096.08, 4202.13
07/10/09, 4158.66, 4160.48, 4123.49, 4127.17
07/09/09, 4140.23, 4186.41, 4140.89, 4158.66
07/08/09, 4187.00, 4197.55, 4130.56, 4140.23
07/07/09, 4194.91, 4242.07, 4184.36, 4187.00
07/06/09, 4236.28, 4221.42, 4172.33, 4194.91
07/03/09, 4234.27, 4264.81, 4221.19, 4236.28
07/02/09, 4340.71, 4332.55, 4230.76, 4234.27
07/01/09, 4249.21, 4353.03, 4255.23, 4340.71
06/30/09, 4294.03, 4311.23, 4230.63, 4249.21
06/29/09, 4241.01, 4303.55, 4235.19, 4294.03
06/26/09, 4252.57, 4307.16, 4216.46, 4241.01
06/25/09, 4279.98, 4290.36, 4213.40, 4252.57
06/24/09, 4230.02, 4293.00, 4218.39, 4279.98
06/23/09, 4234.05, 4264.00, 4214.88, 4230.02
06/22/09, 4345.93, 4343.85, 4234.05, 4234.05
06/19/09, 4280.86, 4370.26, 4279.85, 4345.93
06/18/09, 4278.46, 4305.43, 4239.74, 4280.86
06/17/09, 4328.57, 4328.69, 4254.62, 4278.46
06/16/09, 4326.01, 4372.85, 4321.56, 4328.57
06/15/09, 4441.95, 4427.19, 4319.79, 4326.01
06/12/09, 4461.87, 4471.95, 4427.24, 4441.95
06/11/09, 4436.75, 4478.42, 4409.15, 4461.87
06/10/09, 4404.79, 4505.89, 4422.84, 4436.75
06/09/09, 4405.22, 4445.54, 4387.34, 4404.79
06/08/09, 4438.56, 4436.61, 4370.55, 4405.22
06/05/09, 4386.94, 4495.94, 4399.35, 4438.56
06/04/09, 4383.42, 4436.25, 4359.66, 4386.94
06/03/09, 4477.02, 4477.18, 4359.33, 4383.42
06/02/09, 4506.19, 4494.90, 4435.92, 4477.02
06/01/09, 4417.94, 4517.60, 4459.82, 4506.19
05/29/09, 4387.54, 4469.43, 4415.18, 4417.94
05/28/09, 4416.23, 4408.64, 4341.08, 4387.54
05/27/09, 4411.72, 4439.79, 4390.23, 4416.23
05/26/09, 4365.29, 4423.64, 4294.98, 4411.72
05/25/09, 4365.29, 4393.07, 4335.01, 4365.29
05/22/09, 4345.47, 4393.07, 4335.01, 4365.29
05/21/09, 4468.41, 4439.37, 4325.77, 4345.47
05/20/09, 4482.25, 4504.20, 4445.09, 4468.41
05/19/09, 4446.45, 4512.70, 4445.48, 4482.25
05/18/09, 4348.11, 4446.45, 4307.72, 4446.45
05/15/09, 4362.58, 4400.72, 4317.23, 4348.11
05/14/09, 4331.37, 4371.28, 4295.19, 4362.58
05/13/09, 4425.54, 4447.96, 4328.17, 4331.37
05/12/09, 4435.50, 4457.46, 4397.41, 4425.54
05/11/09, 4462.09, 4470.05, 4401.52, 4435.50
05/08/09, 4398.68, 4487.50, 4413.65, 4462.09
05/07/09, 4396.49, 4520.82, 4380.27, 4398.68
05/06/09, 4336.94, 4437.61, 4317.05, 4396.49
05/05/09, 4243.22, 4375.35, 4271.18, 4336.94
05/04/09, 4243.22, 4251.57, 4210.75, 4243.22
05/01/09, 4243.71, 4251.57, 4210.75, 4243.22
04/30/09, 4189.59, 4293.63, 4203.86, 4243.71
04/29/09, 4096.40, 4193.32, 4089.46, 4189.59
04/28/09, 4167.01, 4124.74, 4058.73, 4096.40
04/27/09, 4155.99, 4179.17, 4088.67, 4167.01
04/24/09, 4018.23, 4155.99, 4036.43, 4155.99
04/23/09, 4030.66, 4082.31, 3999.06, 4018.23
04/22/09, 3987.46, 4036.03, 3948.22, 4030.66
04/21/09, 3990.86, 4019.16, 3897.25, 3987.46
04/20/09, 4092.80, 4112.75, 3962.87, 3990.86
04/17/09, 4052.98, 4114.32, 4043.21, 4092.80
04/16/09, 3968.40, 4052.98, 3963.57, 4052.98
04/15/09, 3988.99, 4023.35, 3941.61, 3968.40
04/14/09, 3983.71, 4039.67, 3939.61, 3988.99
04/13/09, 3983.71, 3986.28, 3911.99, 3983.71
04/10/09, 3983.71, 3986.28, 3911.99, 3983.71
04/09/09, 3925.52, 3986.28, 3911.99, 3983.71
04/08/09, 3930.52, 3940.42, 3876.11, 3925.52
04/07/09, 3993.54, 4039.52, 3909.88, 3930.52
04/06/09, 4029.67, 4097.17, 3959.60, 3993.54
04/03/09, 4124.97, 4132.93, 4015.59, 4029.67
04/02/09, 3955.61, 4137.85, 3990.01, 4124.97
04/01/09, 3926.14, 3972.68, 3838.22, 3955.61
03/31/09, 3762.91, 3930.62, 3782.90, 3926.14
03/30/09, 3898.85, 3876.76, 3762.91, 3762.91
03/27/09, 3925.20, 3950.32, 3877.55, 3898.85
03/26/09, 3900.25, 3929.54, 3877.79, 3925.20
03/25/09, 3911.46, 3939.16, 3852.96, 3900.25
03/24/09, 3952.81, 3992.42, 3878.42, 3911.46
03/23/09, 3842.85, 3978.60, 3844.01, 3952.81
03/20/09, 3816.93, 3854.87, 3777.73, 3842.85
03/19/09, 3804.99, 3912.64, 3793.70, 3816.93
03/18/09, 3857.10, 3901.65, 3768.50, 3804.99
03/17/09, 3863.99, 3860.80, 3793.13, 3857.10
03/16/09, 3753.68, 3863.99, 3784.16, 3863.99
03/13/09, 3712.06, 3816.02, 3737.88, 3753.68
03/12/09, 3693.81, 3725.60, 3616.50, 3712.06
03/11/09, 3715.23, 3763.24, 3652.01, 3693.81
03/10/09, 3542.40, 3726.31, 3516.30, 3715.23
03/09/09, 3530.73, 3564.75, 3460.71, 3542.40
03/06/09, 3529.86, 3590.22, 3492.10, 3530.73
03/05/09, 3645.87, 3632.88, 3526.41, 3529.86
03/04/09, 3512.09, 3649.50, 3529.37, 3645.87
03/03/09, 3625.83, 3676.86, 3497.27, 3512.09
03/02/09, 3830.09, 3806.83, 3625.83, 3625.83
02/27/09, 3915.64, 3891.74, 3760.70, 3830.09
02/26/09, 3848.98, 3948.22, 3848.98, 3915.64
02/25/09, 3852.60, 3884.06, 3803.92, 3848.98
02/24/09, 3850.73, 3852.25, 3772.45, 3816.44
02/23/09, 3889.06, 3959.98, 3844.90, 3850.73
02/20/09, 4018.37, 3992.92, 3877.76, 3889.06
02/19/09, 4006.83, 4045.20, 3983.91, 4018.37
02/18/09, 4034.13, 4056.48, 3938.12, 4006.83
02/17/09, 4134.75, 4120.57, 3995.39, 4034.13
02/16/09, 4189.59, 4189.05, 4127.26, 4134.75
02/13/09, 4202.24, 4291.57, 4168.01, 4189.59
02/12/09, 4234.26, 4217.62, 4135.07, 4202.24
02/11/09, 4213.08, 4244.53, 4182.10, 4234.26
02/10/09, 4307.61, 4309.49, 4210.46, 4213.08
