Date,Price,Open,High,Low,Vol.,Change %
2012-12-19,"5,961.59","5,935.90","5,977.82","5,935.90",743.38M,0.43%
2012-12-20,"5,958.34","5,961.59","5,970.87","5,950.07",596.57M,-0.05%
2012-12-21,"5,939.99","5,958.34","5,958.34","5,894.10",933.06M,-0.31%
2012-12-24,"5,954.18","5,939.99","5,957.69","5,937.10",149.88M,0.24%
2012-12-27,"5,954.30","5,954.18","5,997.04","5,942.44",340.70M,0.00%
2012-12-28,"5,925.37","5,954.30","5,975.97","5,915.32",306.91M,-0.49%
2012-12-31,"5,897.81","5,925.37","5,925.43","5,873.43",164.64M,-0.47%
2013-01-02,"6,027.37","5,897.81","6,044.57","5,897.81",652.66M,2.20%
2013-01-03,"6,047.34","6,027.37","6,051.30","6,016.80",470.67M,0.33%
2013-01-04,"6,089.84","6,047.34","6,089.84","6,038.02",548.93M,0.70%
2013-01-07,"6,064.58","6,089.84","6,091.50","6,060.75",571.66M,-0.41%
2013-01-08,"6,053.63","6,064.58","6,088.18","6,053.63",663.12M,-0.18%
2013-01-09,"6,098.65","6,053.63","6,112.27","6,053.63",812.12M,0.74%
2013-01-10,"6,101.51","6,098.65","6,118.30","6,090.61",764.65M,0.05%
2013-01-11,"6,121.58","6,101.51","6,121.58","6,095.07",685.72M,0.33%
2013-01-14,"6,107.86","6,121.58","6,134.17","6,104.90",628.35M,-0.22%
2013-01-15,"6,117.31","6,107.86","6,117.31","6,086.21",701.00M,0.15%
2013-01-16,"6,103.98","6,117.31","6,117.33","6,076.12",818.41M,-0.22%
2013-01-17,"6,132.36","6,103.98","6,135.89","6,087.49",622.93M,0.46%
2013-01-18,"6,154.41","6,132.36","6,172.49","6,131.93",713.50M,0.36%
2013-01-21,"6,180.98","6,154.41","6,182.23","6,154.41",401.15M,0.43%
2013-01-22,"6,179.17","6,180.98","6,188.58","6,149.18",558.35M,-0.03%
2013-01-23,"6,197.64","6,179.17","6,200.49","6,178.47",685.18M,0.30%
2013-01-24,"6,264.91","6,197.64","6,271.40","6,186.48",655.65M,1.09%
2013-01-25,"6,284.45","6,264.91","6,284.45","6,247.33",585.52M,0.31%
2013-01-28,"6,294.41","6,284.45","6,311.26","6,277.04",533.45M,0.16%
2013-01-29,"6,339.19","6,294.41","6,346.37","6,285.77",641.75M,0.71%
2013-01-30,"6,323.11","6,339.19","6,354.46","6,316.29",691.74M,-0.25%
2013-01-31,"6,276.88","6,323.11","6,323.11","6,276.88",809.38M,-0.73%
2013-02-01,"6,347.24","6,276.88","6,353.95","6,275.50",686.18M,1.12%
2013-02-04,"6,246.84","6,347.24","6,347.26","6,236.66",765.90M,-1.58%
2013-02-05,"6,282.76","6,246.84","6,296.47","6,244.07",612.21M,0.58%
2013-02-06,"6,295.34","6,282.76","6,321.45","6,265.55",673.86M,0.20%
2013-02-07,"6,228.42","6,295.34","6,313.00","6,216.72",721.69M,-1.06%
2013-02-08,"6,263.93","6,228.42","6,278.07","6,228.42",589.36M,0.57%
2013-02-11,"6,277.06","6,263.93","6,294.81","6,252.31",448.13M,0.21%
2013-02-12,"6,338.38","6,277.06","6,338.38","6,259.82",813.15M,0.98%
2013-02-13,"6,359.11","6,338.38","6,384.70","6,311.59",756.38M,0.33%
2013-02-14,"6,327.36","6,359.11","6,364.72","6,302.00",713.90M,-0.50%
2013-02-15,"6,328.26","6,327.36","6,352.20","6,309.78",636.56M,0.01%
2013-02-18,"6,318.19","6,328.26","6,330.17","6,306.83",459.97M,-0.16%
2013-02-19,"6,379.07","6,318.19","6,385.14","6,304.40",672.87M,0.96%
2013-02-20,"6,395.37","6,379.07","6,412.44","6,368.20",756.33M,0.26%
2013-02-21,"6,291.54","6,395.37","6,395.37","6,277.96",733.02M,-1.62%
2013-02-22,"6,335.70","6,291.54","6,347.25","6,291.49",702.83M,0.70%
2013-02-25,"6,355.37","6,335.70","6,390.09","6,323.98",994.47M,0.31%
2013-02-26,"6,270.44","6,355.37","6,355.37","6,258.62",772.27M,-1.34%
2013-02-27,"6,325.88","6,270.44","6,335.90","6,269.26",707.92M,0.88%
2013-02-28,"6,360.81","6,325.88","6,372.00","6,325.88",909.99M,0.55%
2013-03-01,"6,378.60","6,360.81","6,391.67","6,308.56",1.11B,0.28%
2013-03-04,"6,345.63","6,378.60","6,379.29","6,333.17",704.24M,-0.52%
2013-03-05,"6,431.95","6,345.63","6,437.34","6,344.78",683.44M,1.36%
2013-03-06,"6,427.64","6,431.95","6,460.96","6,418.72",1.10B,-0.07%
2013-03-07,"6,439.16","6,427.64","6,459.68","6,427.31",923.03M,0.18%
2013-03-08,"6,483.58","6,439.16","6,489.54","6,439.16",844.77M,0.69%
2013-03-11,"6,503.63","6,483.58","6,505.30","6,473.56",625.23M,0.31%
2013-03-12,"6,510.62","6,503.63","6,533.99","6,491.75",616.79M,0.11%
2013-03-13,"6,481.50","6,510.62","6,510.62","6,437.61",666.28M,-0.45%
2013-03-14,"6,529.41","6,481.50","6,532.57","6,478.54",791.45M,0.74%
2013-03-15,"6,489.65","6,529.41","6,533.78","6,470.10",1.26B,-0.61%
2013-03-18,"6,457.92","6,489.65","6,489.65","6,386.17",748.78M,-0.49%
2013-03-19,"6,441.32","6,457.92","6,474.57","6,414.45",679.52M,-0.26%
2013-03-20,"6,432.70","6,441.32","6,475.61","6,421.29",724.53M,-0.13%
2013-03-21,"6,388.55","6,432.70","6,435.59","6,364.00",641.94M,-0.69%
2013-03-22,"6,392.76","6,388.55","6,426.45","6,374.51",768.81M,0.07%
2013-03-25,"6,378.38","6,392.76","6,458.53","6,366.62",768.30M,-0.22%
2013-03-26,"6,399.37","6,378.38","6,404.52","6,369.58",650.36M,0.33%
2013-03-27,"6,387.56","6,399.37","6,420.90","6,344.19",755.24M,-0.18%
2013-03-28,"6,411.74","6,387.56","6,447.86","6,381.99",731.51M,0.38%
2013-04-02,"6,490.66","6,411.74","6,501.78","6,408.84",913.56M,1.23%
2013-04-03,"6,420.28","6,490.66","6,491.84","6,416.67",676.02M,-1.08%
2013-04-04,"6,344.12","6,420.28","6,426.37","6,341.43",680.16M,-1.19%
2013-04-05,"6,249.78","6,344.12","6,346.82","6,214.36",668.68M,-1.49%
2013-04-08,"6,276.94","6,249.78","6,289.59","6,249.78",650.41M,0.43%
2013-04-09,"6,313.21","6,276.94","6,326.54","6,276.94",613.23M,0.58%
2013-04-10,"6,387.37","6,313.21","6,405.20","6,313.20",678.44M,1.17%
2013-04-11,"6,416.14","6,387.37","6,423.56","6,377.54",556.83M,0.45%
2013-04-12,"6,384.39","6,416.14","6,416.14","6,368.20",521.45M,-0.49%
2013-04-15,"6,343.60","6,384.39","6,384.42","6,300.12",576.45M,-0.64%
2013-04-16,"6,304.58","6,343.60","6,343.60","6,297.53",609.90M,-0.62%
2013-04-17,"6,244.21","6,304.58","6,334.44","6,225.16",738.34M,-0.96%
2013-04-18,"6,243.67","6,244.21","6,277.79","6,225.86",668.15M,-0.01%
2013-04-19,"6,286.59","6,243.67","6,288.70","6,243.67",694.20M,0.69%
2013-04-22,"6,280.62","6,286.59","6,341.98","6,258.98",603.31M,-0.09%
2013-04-23,"6,406.12","6,280.62","6,406.14","6,278.48",719.14M,2.00%
2013-04-24,"6,431.76","6,406.12","6,438.93","6,396.19",735.70M,0.40%
2013-04-25,"6,442.59","6,431.76","6,467.11","6,411.94",739.18M,0.17%
2013-04-26,"6,426.42","6,442.59","6,442.59","6,399.37",560.27M,-0.25%
2013-04-29,"6,458.02","6,426.42","6,458.02","6,419.27",636.10M,0.49%
2013-04-30,"6,430.12","6,458.02","6,483.08","6,412.69",1.08B,-0.43%
2013-05-01,"6,451.29","6,430.12","6,475.87","6,429.80",409.46M,0.33%
2013-05-02,"6,460.71","6,451.29","6,470.34","6,409.81",744.89M,0.15%
2013-05-03,"6,521.46","6,460.71","6,541.69","6,451.50",768.86M,0.94%
2013-05-07,"6,557.30","6,521.46","6,563.90","6,521.43",795.85M,0.55%
2013-05-08,"6,583.48","6,557.30","6,587.39","6,547.00",703.45M,0.40%
2013-05-09,"6,592.74","6,583.48","6,597.26","6,571.73",750.09M,0.14%
2013-05-10,"6,624.98","6,592.74","6,637.84","6,591.58",807.52M,0.49%
2013-05-13,"6,631.76","6,624.98","6,633.26","6,602.82",560.54M,0.10%
2013-05-14,"6,686.06","6,631.76","6,686.06","6,618.36",618.40M,0.82%
2013-05-15,"6,693.55","6,686.06","6,701.68","6,669.04",690.86M,0.11%
2013-05-16,"6,687.80","6,693.55","6,714.48","6,677.15",766.34M,-0.09%
2013-05-17,"6,723.06","6,687.80","6,726.90","6,669.93",855.15M,0.53%
2013-05-20,"6,755.63","6,723.06","6,755.63","6,709.14",736.13M,0.48%
2013-05-21,"6,803.87","6,755.63","6,803.87","6,744.20",763.67M,0.71%
2013-05-22,"6,840.27","6,803.87","6,875.62","6,781.45",964.62M,0.53%
2013-05-23,"6,696.79","6,840.27","6,840.27","6,658.77",987.09M,-2.10%
2013-05-24,"6,654.34","6,696.79","6,720.08","6,640.08",787.89M,-0.63%
2013-05-28,"6,762.01","6,654.34","6,790.70","6,654.34",658.60M,1.62%
2013-05-29,"6,627.17","6,762.01","6,762.01","6,620.82",613.72M,-1.99%
2013-05-30,"6,656.99","6,627.17","6,656.99","6,611.03",594.00M,0.45%
2013-05-31,"6,583.09","6,656.99","6,657.07","6,577.75",1.18B,-1.11%
2013-06-03,"6,525.12","6,583.09","6,583.09","6,514.08",780.01M,-0.88%
2013-06-04,"6,558.58","6,525.12","6,577.00","6,525.12",806.46M,0.51%
2013-06-05,"6,419.31","6,558.58","6,558.58","6,419.31",800.99M,-2.12%
2013-06-06,"6,336.11","6,419.31","6,435.39","6,336.11",680.97M,-1.30%
2013-06-07,"6,411.99","6,336.11","6,421.37","6,313.60",786.64M,1.20%
2013-06-10,"6,400.45","6,411.99","6,421.24","6,379.62",597.23M,-0.18%
2013-06-11,"6,340.08","6,400.45","6,401.18","6,280.08",736.37M,-0.94%
2013-06-12,"6,299.45","6,340.08","6,364.26","6,295.92",693.80M,-0.64%
2013-06-13,"6,304.63","6,299.45","6,310.95","6,205.71",824.35M,0.08%
2013-06-14,"6,308.26","6,304.63","6,343.51","6,290.62",734.16M,0.06%
2013-06-17,"6,330.49","6,308.26","6,370.75","6,308.26",575.44M,0.35%
2013-06-18,"6,374.21","6,330.49","6,397.33","6,311.35",654.14M,0.69%
2013-06-19,"6,348.82","6,374.21","6,383.61","6,327.01",723.62M,-0.40%
2013-06-20,"6,159.51","6,348.82","6,348.82","6,144.98",874.37M,-2.98%
2013-06-21,"6,116.17","6,159.51","6,244.17","6,116.17",1.51B,-0.70%
2013-06-24,"6,029.10","6,116.17","6,136.11","6,023.44",864.11M,-1.42%
2013-06-25,"6,101.91","6,029.10","6,114.61","6,029.10",786.47M,1.21%
2013-06-26,"6,165.48","6,101.91","6,177.92","6,089.21",754.67M,1.04%
2013-06-27,"6,243.40","6,165.48","6,271.80","6,165.45",803.97M,1.26%
2013-06-28,"6,215.47","6,243.40","6,268.84","6,207.72",920.73M,-0.45%
2013-07-01,"6,307.78","6,215.47","6,317.02","6,215.44",657.03M,1.49%
2013-07-02,"6,303.94","6,307.78","6,314.13","6,266.50",560.70M,-0.06%
2013-07-03,"6,229.87","6,303.94","6,303.94","6,185.21",663.01M,-1.17%
2013-07-04,"6,421.67","6,229.87","6,431.41","6,229.87",824.17M,3.08%
2013-07-05,"6,375.52","6,421.67","6,498.59","6,364.38",725.87M,-0.72%
2013-07-08,"6,450.07","6,375.52","6,476.09","6,375.52",622.00M,1.17%
2013-07-09,"6,513.08","6,450.07","6,530.86","6,450.07",658.61M,0.98%
2013-07-10,"6,504.96","6,513.08","6,535.91","6,472.41",606.50M,-0.12%
2013-07-11,"6,543.41","6,504.96","6,585.74","6,504.96",646.07M,0.59%
2013-07-12,"6,544.94","6,543.41","6,583.90","6,540.24",595.53M,0.02%
2013-07-15,"6,586.11","6,544.94","6,605.90","6,544.94",585.05M,0.63%
2013-07-16,"6,556.35","6,586.11","6,606.42","6,556.35",746.49M,-0.45%
2013-07-17,"6,571.93","6,556.35","6,595.62","6,517.38",694.63M,0.24%
2013-07-18,"6,634.36","6,571.93","6,657.38","6,555.82",657.40M,0.95%
2013-07-19,"6,630.67","6,634.36","6,635.22","6,592.10",756.02M,-0.06%
2013-07-22,"6,623.17","6,630.67","6,645.01","6,608.17",502.87M,-0.11%
2013-07-23,"6,597.44","6,623.17","6,657.66","6,597.44",673.30M,-0.39%
2013-07-24,"6,620.43","6,597.44","6,662.19","6,581.61",595.81M,0.35%
2013-07-25,"6,587.95","6,620.43","6,625.35","6,540.42",505.14M,-0.49%
2013-07-26,"6,554.79","6,587.95","6,629.89","6,535.18",455.32M,-0.50%
2013-07-29,"6,560.25","6,554.79","6,606.36","6,544.14",487.60M,0.08%
2013-07-30,"6,570.95","6,560.25","6,600.72","6,560.25",696.26M,0.16%
2013-07-31,"6,621.06","6,570.95","6,659.35","6,556.65",751.66M,0.76%
2013-08-01,"6,681.98","6,621.06","6,681.98","6,607.27",977.04M,0.92%
2013-08-02,"6,647.87","6,681.98","6,696.63","6,623.85",660.35M,-0.51%
2013-08-05,"6,619.58","6,647.87","6,684.95","6,590.10",604.09M,-0.43%
2013-08-06,"6,604.21","6,619.58","6,630.14","6,562.32",698.36M,-0.23%
2013-08-07,"6,511.21","6,604.21","6,624.99","6,511.21",641.42M,-1.41%
2013-08-08,"6,529.68","6,511.21","6,558.59","6,507.24",566.01M,0.28%
2013-08-09,"6,583.39","6,529.68","6,601.21","6,529.48",632.93M,0.82%
2013-08-12,"6,574.34","6,583.39","6,598.39","6,547.00",478.93M,-0.14%
2013-08-13,"6,611.94","6,574.34","6,620.43","6,568.44",568.87M,0.57%
2013-08-14,"6,587.43","6,611.94","6,627.96","6,582.58",678.15M,-0.37%
2013-08-15,"6,483.34","6,587.43","6,587.88","6,460.12",667.13M,-1.58%
2013-08-16,"6,499.99","6,483.34","6,502.27","6,461.30",637.58M,0.26%
2013-08-19,"6,465.73","6,499.99","6,506.59","6,457.73",467.69M,-0.53%
2013-08-20,"6,453.46","6,465.73","6,465.73","6,398.63",620.94M,-0.19%
2013-08-21,"6,390.84","6,453.46","6,453.55","6,386.72",607.07M,-0.97%
2013-08-22,"6,446.87","6,390.84","6,468.88","6,390.62",501.84M,0.88%
2013-08-23,"6,492.10","6,446.87","6,516.71","6,422.35",485.42M,0.70%
2013-08-27,"6,440.97","6,492.10","6,494.20","6,424.00",760.40M,-0.79%
2013-08-28,"6,430.06","6,440.97","6,440.97","6,393.65",748.56M,-0.17%
2013-08-29,"6,483.05","6,430.06","6,500.51","6,429.95",876.30M,0.82%
2013-08-30,"6,412.93","6,483.05","6,502.19","6,409.60",797.04M,-1.08%
2013-09-02,"6,506.19","6,412.93","6,532.30","6,412.93",596.60M,1.45%
2013-09-03,"6,468.41","6,506.19","6,523.16","6,456.95",737.86M,-0.58%
2013-09-04,"6,474.74","6,468.41","6,486.40","6,423.51",717.07M,0.10%
2013-09-05,"6,532.44","6,474.74","6,543.22","6,461.68",758.35M,0.89%
2013-09-06,"6,547.33","6,532.44","6,568.18","6,492.49",606.30M,0.23%
2013-09-09,"6,530.74","6,547.33","6,555.86","6,508.76",586.57M,-0.25%
2013-09-10,"6,583.99","6,530.74","6,599.51","6,530.74",730.04M,0.82%
2013-09-11,"6,588.43","6,583.99","6,589.85","6,559.72",709.33M,0.07%
2013-09-12,"6,588.98","6,588.43","6,606.12","6,558.61",616.04M,0.01%
2013-09-13,"6,583.80","6,588.98","6,588.98","6,561.78",495.64M,-0.08%
2013-09-16,"6,622.86","6,583.80","6,652.66","6,583.80",565.48M,0.59%
2013-09-17,"6,570.17","6,622.86","6,623.04","6,570.17",1.20B,-0.80%
2013-09-18,"6,558.82","6,570.17","6,587.58","6,532.50",793.62M,-0.17%
2013-09-19,"6,625.39","6,558.82","6,659.12","6,558.82",799.39M,1.01%
2013-09-20,"6,596.43","6,625.39","6,629.93","6,594.17",1.53B,-0.44%
2013-09-23,"6,557.37","6,596.43","6,601.53","6,542.67",592.41M,-0.59%
2013-09-24,"6,571.46","6,557.37","6,585.40","6,549.92",663.77M,0.21%
2013-09-25,"6,551.53","6,571.46","6,587.97","6,526.42",828.37M,-0.30%
2013-09-26,"6,565.59","6,551.53","6,580.94","6,535.78",552.70M,0.21%
2013-09-27,"6,512.66","6,565.59","6,568.94","6,487.30",556.75M,-0.81%
2013-09-30,"6,462.22","6,512.66","6,512.66","6,438.72",667.90M,-0.77%
2013-10-01,"6,460.01","6,462.22","6,466.30","6,424.37",599.07M,-0.03%
2013-10-02,"6,437.50","6,460.01","6,460.01","6,386.18",575.17M,-0.35%
2013-10-03,"6,449.04","6,437.50","6,472.43","6,436.21",617.41M,0.18%
2013-10-04,"6,453.88","6,449.04","6,473.58","6,428.96",528.85M,0.08%
2013-10-07,"6,437.28","6,453.88","6,453.88","6,391.47",484.16M,-0.26%
2013-10-08,"6,365.83","6,437.28","6,437.73","6,364.97",718.01M,-1.11%
2013-10-09,"6,337.91","6,365.83","6,372.63","6,316.91",605.27M,-0.44%
2013-10-10,"6,430.49","6,337.91","6,446.22","6,337.91",631.27M,1.46%
2013-10-11,"6,487.19","6,430.49","6,489.16","6,430.47",545.66M,0.88%
2013-10-14,"6,507.65","6,487.19","6,507.80","6,464.44",434.97M,0.32%
2013-10-15,"6,549.11","6,507.65","6,569.28","6,507.65",603.86M,0.64%
2013-10-16,"6,571.59","6,549.11","6,584.39","6,504.27",663.77M,0.34%
2013-10-17,"6,576.16","6,571.59","6,576.16","6,529.16",669.59M,0.07%
2013-10-18,"6,622.58","6,576.16","6,622.70","6,576.16",710.03M,0.71%
2013-10-21,"6,654.20","6,622.58","6,654.20","6,617.81",494.97M,0.48%
2013-10-22,"6,695.66","6,654.20","6,719.27","6,653.70",575.01M,0.62%
2013-10-23,"6,674.48","6,695.66","6,695.92","6,655.20",643.94M,-0.32%
2013-10-24,"6,713.18","6,674.48","6,719.25","6,674.16",601.32M,0.58%
2013-10-25,"6,721.34","6,713.18","6,729.74","6,700.37",569.15M,0.12%
2013-10-28,"6,725.82","6,721.34","6,739.66","6,704.15",590.27M,0.07%
2013-10-29,"6,774.73","6,725.82","6,777.16","6,718.85",781.28M,0.73%
2013-10-30,"6,777.70","6,774.73","6,819.86","6,763.66",656.35M,0.04%
2013-10-31,"6,731.43","6,777.70","6,778.27","6,719.51",742.78M,-0.68%
2013-11-01,"6,734.74","6,731.43","6,760.87","6,715.30",675.46M,0.05%
2013-11-04,"6,763.62","6,734.74","6,780.11","6,734.56",510.15M,0.43%
2013-11-05,"6,746.84","6,763.62","6,773.86","6,708.52",723.67M,-0.25%
2013-11-06,"6,741.69","6,746.84","6,768.16","6,735.64",636.59M,-0.08%
2013-11-07,"6,697.22","6,741.69","6,779.18","6,679.99",641.43M,-0.66%
2013-11-08,"6,708.42","6,697.22","6,713.90","6,643.86",598.94M,0.17%
2013-11-11,"6,728.37","6,708.42","6,744.77","6,702.01",633.86M,0.30%
2013-11-12,"6,726.79","6,728.37","6,728.37","6,693.26",589.42M,-0.02%
2013-11-13,"6,630.00","6,726.79","6,726.81","6,613.98",723.06M,-1.44%
2013-11-14,"6,666.13","6,630.00","6,696.16","6,630.00",624.13M,0.54%
2013-11-15,"6,693.44","6,666.13","6,703.12","6,665.45",587.73M,0.41%
2013-11-18,"6,723.46","6,693.44","6,732.10","6,671.63",538.92M,0.45%
2013-11-19,"6,698.01","6,723.46","6,723.46","6,677.85",532.01M,-0.38%
2013-11-20,"6,681.08","6,698.01","6,711.42","6,661.70",558.05M,-0.25%
2013-11-21,"6,681.33","6,681.08","6,697.69","6,643.47",483.79M,0.00%
2013-11-22,"6,674.30","6,681.33","6,711.03","6,661.04",495.70M,-0.11%
2013-11-25,"6,694.62","6,674.30","6,709.08","6,674.30",465.83M,0.30%
2013-11-26,"6,636.22","6,694.62","6,696.95","6,636.22",985.38M,-0.87%
2013-11-27,"6,649.47","6,636.22","6,664.14","6,635.71",580.62M,0.20%
2013-11-28,"6,654.47","6,649.47","6,679.51","6,642.57",462.67M,0.08%
2013-11-29,"6,650.57","6,654.47","6,681.57","6,648.53",535.92M,-0.06%
2013-12-02,"6,595.33","6,650.57","6,657.41","6,595.20",559.06M,-0.83%
2013-12-03,"6,532.43","6,595.33","6,595.48","6,531.34",685.38M,-0.95%
2013-12-04,"6,509.97","6,532.43","6,544.70","6,479.73",780.32M,-0.34%
2013-12-05,"6,498.33","6,509.97","6,518.88","6,487.15",558.16M,-0.18%
2013-12-06,"6,551.99","6,498.33","6,555.73","6,496.33",564.65M,0.83%
2013-12-09,"6,559.48","6,551.99","6,568.44","6,534.74",506.22M,0.11%
2013-12-10,"6,523.31","6,559.48","6,571.91","6,519.00",553.69M,-0.55%
2013-12-11,"6,507.72","6,523.31","6,555.57","6,507.72",524.48M,-0.24%
2013-12-12,"6,445.25","6,507.72","6,507.72","6,435.99",663.53M,-0.96%
2013-12-13,"6,439.96","6,445.25","6,462.76","6,433.51",694.45M,-0.08%
2013-12-16,"6,522.20","6,439.96","6,531.16","6,422.23",653.80M,1.28%
2013-12-17,"6,486.19","6,522.20","6,522.20","6,482.59",584.05M,-0.55%
2013-12-18,"6,492.08","6,486.19","6,524.46","6,486.19",529.48M,0.09%
2013-12-19,"6,584.70","6,492.08","6,584.70","6,492.08",648.65M,1.43%
2013-12-20,"6,606.58","6,584.70","6,616.80","6,576.79",1.10B,0.33%
2013-12-23,"6,678.61","6,606.58","6,678.61","6,606.20",352.00M,1.09%
2013-12-24,"6,694.17","6,678.61","6,712.10","6,672.22",101.67M,0.23%
2013-12-27,"6,750.87","6,694.17","6,754.11","6,694.17",291.26M,0.85%
2013-12-30,"6,731.27","6,750.87","6,768.44","6,718.16",295.36M,-0.29%
2013-12-31,"6,749.09","6,731.27","6,756.98","6,731.25",153.45M,0.26%
2014-01-02,"6,717.91","6,749.09","6,759.37","6,707.48",459.53M,-0.46%
2014-01-03,"6,730.67","6,717.91","6,747.33","6,699.27",374.84M,0.19%
2014-01-06,"6,730.73","6,730.67","6,751.98","6,714.64",524.39M,0.00%
2014-01-07,"6,755.45","6,730.73","6,768.89","6,718.07",672.38M,0.37%
2014-01-08,"6,721.78","6,755.45","6,755.53","6,713.39",720.03M,-0.50%
2014-01-09,"6,691.34","6,721.78","6,746.41","6,679.31",782.90M,-0.45%
2014-01-10,"6,739.94","6,691.34","6,769.94","6,691.34",811.61M,0.73%
2014-01-13,"6,757.15","6,739.94","6,765.60","6,730.97",598.03M,0.26%
2014-01-14,"6,766.86","6,757.15","6,772.63","6,694.08",568.35M,0.14%
2014-01-15,"6,819.86","6,766.86","6,825.20","6,766.86",693.72M,0.78%
2014-01-16,"6,815.42","6,819.86","6,831.74","6,811.16",714.15M,-0.07%
2014-01-17,"6,829.30","6,815.42","6,840.50","6,800.00",999.74M,0.20%
2014-01-20,"6,836.73","6,829.30","6,837.53","6,810.62",424.81M,0.11%
2014-01-21,"6,834.26","6,836.73","6,867.42","6,822.31",618.28M,-0.04%
2014-01-22,"6,826.33","6,834.26","6,864.87","6,821.80",548.74M,-0.12%
2014-01-23,"6,773.28","6,826.33","6,837.21","6,760.63",668.66M,-0.78%
2014-01-24,"6,663.74","6,773.28","6,784.42","6,654.86",844.75M,-1.62%
2014-01-27,"6,550.66","6,663.74","6,665.39","6,539.33",985.29M,-1.70%
2014-01-28,"6,572.33","6,550.66","6,590.66","6,550.65",675.70M,0.33%
2014-01-29,"6,544.28","6,572.33","6,645.23","6,482.74",990.21M,-0.43%
2014-01-30,"6,538.45","6,544.28","6,573.92","6,503.25",755.89M,-0.09%
2014-01-31,"6,510.44","6,538.45","6,548.46","6,421.26",751.20M,-0.43%
2014-02-03,"6,465.66","6,510.44","6,538.30","6,459.95",829.89M,-0.69%
2014-02-04,"6,449.27","6,465.66","6,478.16","6,416.72",922.89M,-0.25%
2014-02-05,"6,457.89","6,449.27","6,483.73","6,423.79",810.17M,0.13%
2014-02-06,"6,558.28","6,457.89","6,566.01","6,457.89",815.15M,1.55%
2014-02-07,"6,571.68","6,558.28","6,596.28","6,540.81",708.47M,0.20%
2014-02-10,"6,591.55","6,571.68","6,597.00","6,565.30",593.69M,0.30%
2014-02-11,"6,672.66","6,591.55","6,672.66","6,591.55",934.91M,1.23%
2014-02-12,"6,675.03","6,672.66","6,708.17","6,669.06",820.07M,0.04%
2014-02-13,"6,659.42","6,675.03","6,675.24","6,608.09",1.17B,-0.23%
2014-02-14,"6,663.62","6,659.42","6,672.21","6,646.47",912.78M,0.06%
2014-02-17,"6,736.00","6,663.62","6,745.63","6,661.47",630.25M,1.09%
2014-02-18,"6,796.43","6,736.00","6,802.89","6,716.64",826.63M,0.90%
2014-02-19,"6,796.71","6,796.43","6,810.48","6,759.86",793.95M,0.00%
2014-02-20,"6,812.99","6,796.71","6,812.99","6,732.03",742.46M,0.24%
2014-02-21,"6,838.06","6,812.99","6,859.91","6,812.99",1.02B,0.37%
2014-02-24,"6,865.86","6,838.06","6,865.86","6,797.83",1.07B,0.41%
2014-02-25,"6,830.50","6,862.73","6,866.35","6,790.93",1.16B,-0.52%
2014-02-26,"6,799.15","6,830.50","6,834.09","6,785.28",739.00M,-0.46%
2014-02-27,"6,810.27","6,799.15","6,819.24","6,733.54",845.70M,0.16%
2014-02-28,"6,809.70","6,810.27","6,833.82","6,785.54",924.58M,-0.01%
2014-03-03,"6,708.35","6,809.70","6,809.70","6,671.89",829.08M,-1.49%
2014-03-04,"6,823.77","6,708.35","6,827.22","6,708.35",734.14M,1.72%
2014-03-05,"6,775.42","6,823.77","6,824.16","6,771.50",623.86M,-0.71%
2014-03-06,"6,788.49","6,775.42","6,806.62","6,770.95",664.69M,0.19%
2014-03-07,"6,712.67","6,788.49","6,800.66","6,706.38",793.75M,-1.12%
2014-03-10,"6,689.45","6,712.67","6,757.00","6,671.62",820.42M,-0.35%
2014-03-11,"6,685.52","6,689.45","6,718.30","6,660.59",868.65M,-0.06%
2014-03-12,"6,620.90","6,685.52","6,685.52","6,598.36",891.94M,-0.97%
2014-03-13,"6,553.78","6,620.90","6,631.38","6,552.46",894.84M,-1.01%
2014-03-14,"6,527.89","6,553.78","6,553.78","6,500.37",847.30M,-0.40%
2014-03-17,"6,568.35","6,527.89","6,592.37","6,527.87",692.71M,0.62%
2014-03-18,"6,605.28","6,568.35","6,628.20","6,534.86",723.56M,0.56%
2014-03-19,"6,573.13","6,605.28","6,609.46","6,566.85",1.05B,-0.49%
2014-03-20,"6,542.44","6,573.13","6,573.13","6,492.62",795.07M,-0.47%
2014-03-21,"6,557.17","6,542.44","6,572.09","6,537.89",1.50B,0.23%
2014-03-24,"6,520.39","6,557.17","6,568.96","6,506.42",762.85M,-0.56%
2014-03-25,"6,604.89","6,520.39","6,604.89","6,520.39",674.29M,1.30%
2014-03-26,"6,605.30","6,604.89","6,643.58","6,601.78",1.43B,0.01%
2014-03-27,"6,588.32","6,605.30","6,605.30","6,561.39",850.23M,-0.26%
2014-03-28,"6,615.58","6,588.32","6,631.48","6,585.73",1.00B,0.41%
2014-03-31,"6,598.37","6,615.58","6,658.40","6,583.09",867.82M,-0.26%
2014-04-01,"6,652.61","6,598.37","6,660.27","6,598.37",853.49M,0.82%
2014-04-02,"6,659.04","6,652.61","6,672.73","6,639.63",971.88M,0.10%
2014-04-03,"6,649.14","6,659.04","6,680.78","6,638.52",670.68M,-0.15%
2014-04-04,"6,695.55","6,649.14","6,706.34","6,649.14",876.23M,0.70%
2014-04-07,"6,622.84","6,695.55","6,695.55","6,614.73",666.07M,-1.09%
2014-04-08,"6,590.69","6,622.84","6,625.19","6,549.75",1.06B,-0.49%
